article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_8,citations_year_7,author_total_citations
https://openalex.org/W3086010510,Integrating nitrogen and water‐soluble carbohydrates dynamics in maize: A comparison of hybrids from different decades,2020-09-24,2020,article,Target_author,Ciampitti,58,219,last,True,4,Crop Science,Wiley,True,hybrid,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Hybrid', 'Germplasm', 'Agronomy', 'Grain yield']","['Biology', 'Hybrid', 'Germplasm', 'Agronomy', 'Grain yield', 'Genetic gain', 'Poaceae', 'Zea mays', 'Yield (engineering)', 'Genetic variation']",['Clean water and sanitation'],25,94.0,99.0,0.9178431,76,1.0,5.0,6.0,2.0,7.0,4.0,,,,7582
https://openalex.org/W4390644440,Revisiting the relationship between nitrogen nutrition index and yield across major species,2024-01-06,2024,article,Target_author,Ciampitti,58,219,last,True,14,European Journal of Agronomy,Elsevier BV,True,green,Plant nutrient uptake and metabolism,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Yield (engineering)', 'Agronomy', 'Anthesis', 'Crop', 'Mathematics']","['Yield (engineering)', 'Agronomy', 'Anthesis', 'Crop', 'Mathematics', 'Biomass (ecology)', 'Crop yield', 'Biology', 'Cultivar']",['Zero hunger'],25,98.0,100.0,0.99092293,68,,,,,5.0,13.0,7.0,,,7582
https://openalex.org/W4320168358,Phosphorus critical levels in soil and grapevine leaves for South Brazil vineyards: A Bayesian approach,2023-02-01,2023,article,Target_author,Ciampitti,58,219,middle,True,12,European Journal of Agronomy,Elsevier BV,False,closed,Banana Cultivation and Research,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Veraison', 'Human fertilization', 'Phosphorus', 'Vitis vinifera', 'Soil water']","['Veraison', 'Human fertilization', 'Phosphorus', 'Vitis vinifera', 'Soil water', 'Viticulture', 'Cultivar', 'Fertilizer', 'Agronomy', 'Horticulture', 'Biology', 'Chemistry', 'Wine', 'Ecology']",['Life in Land'],25,97.0,100.0,0.97714913,37,,,,3.0,12.0,6.0,4.0,,,7582
https://openalex.org/W4391846377,"Genetic gains in short‐season corn hybrids: Grain yield, yield components, and grain quality traits",2024-02-14,2024,article,Target_author,Archontoulis,53,121,last,True,8,Crop Science,Wiley,True,hybrid,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Hybrid', 'Germplasm', 'Biology', 'Agronomy', 'Starch']","['Hybrid', 'Germplasm', 'Biology', 'Agronomy', 'Starch', 'Crop', 'Yield (engineering)', 'Grain quality', 'Test weight', 'Growing season', 'Plant breeding', 'Grain yield', 'Food science', 'Materials science']",['Zero hunger'],25,98.0,100.0,0.99326229,57,,,,,5.0,13.0,7.0,,,5318
https://openalex.org/W4319170516,"Towards operational atmospheric correction of airborne hyperspectral imaging spectroscopy: Algorithm evaluation, key parameter analysis, and machine learning emulators",2023-01-17,2023,article,Target_author,Kaiyu,69,156,last,True,8,ISPRS Journal of Photogrammetry and Remote Sensing,Elsevier BV,True,green,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Hyperspectral imaging', 'Remote sensing', 'Imaging spectroscopy', 'Key (lock)', 'Algorithm']","['Hyperspectral imaging', 'Remote sensing', 'Imaging spectroscopy', 'Key (lock)', 'Algorithm', 'Atmospheric correction', 'Computer science', 'Environmental science', 'Imaging spectrometer', 'Artificial intelligence', 'Spectrometer', 'Optics', 'Physics', 'Geology', 'Reflectivity']",['Climate action'],25,97.0,100.0,0.96634013,56,,,,,13.0,8.0,4.0,,,10358
https://openalex.org/W3210308692,Cold Tolerance during the Reproductive Phase in Chickpea (Cicer arietinum L.) Is Associated with Superior Cold Acclimation Ability Involving Antioxidants and Cryoprotective Solutes in Anthers and Ovules,2021-10-26,2021,article,Target_author,Vara Prasad,93,359,middle,True,7,Antioxidants,Multidisciplinary Digital Publishing Institute,True,gold,Genetic and Environmental Crop Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Cold sensitivity', 'Biology', 'Chlorophyll fluorescence', 'Acclimatization', 'Glutathione reductase']","['Cold sensitivity', 'Biology', 'Chlorophyll fluorescence', 'Acclimatization', 'Glutathione reductase', 'Catalase', 'Horticulture', 'Photosynthesis', 'Botany', 'Superoxide dismutase', 'Ovule', 'Glutathione', 'Chlorophyll', 'Antioxidant', 'Glutathione peroxidase', 'Biochemistry', 'Enzyme', 'Pollen']",[],25,94.0,99.0,0.8985426,84,,2.0,11.0,4.0,6.0,2.0,,,,13299
https://openalex.org/W2979735399,Capturing Maize Stand Heterogeneity Across Yield-Stability Zones Using Unmanned Aerial Vehicles (UAV),2019-10-14,2019,article,Target_author,Basso,70,193,last,True,6,Sensors,Multidisciplinary Digital Publishing Institute,True,gold,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Stability (learning theory)', 'Yield (engineering)', 'Environmental science', 'Remote sensing', 'Computer science']","['Stability (learning theory)', 'Yield (engineering)', 'Environmental science', 'Remote sensing', 'Computer science', 'Geography', 'Materials science']",[],24,90.0,99.0,0.87760924,37,3.0,4.0,3.0,7.0,3.0,3.0,,,,5518
https://openalex.org/W4392237661,Do newer maize hybrids grow roots faster and deeper?,2024-02-28,2024,article,Target_author,Archontoulis,53,121,last,True,10,Crop Science,Wiley,True,hybrid,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Hybrid', 'Crop', 'Trait', 'Root (linguistics)']","['Biology', 'Hybrid', 'Crop', 'Trait', 'Root (linguistics)', 'Agronomy', 'Zea mays', 'Horticulture']",['Responsible consumption and production'],24,98.0,100.0,0.99264609,77,,,,,5.0,14.0,5.0,,,5318
https://openalex.org/W2892275765,Nitrogen Management Strategies to Improve Yield and Dough Properties in Hard Red Spring Wheat,2018-09-06,2018,article,Target_author,Ciampitti,58,219,last,True,12,Agronomy Journal,Wiley,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Cultivar', 'Yield (engineering)', 'Agronomy', 'Fertilizer', 'Growing season']","['Cultivar', 'Yield (engineering)', 'Agronomy', 'Fertilizer', 'Growing season', 'Mathematics', 'Heading (navigation)', 'Nitrogen', 'Biology', 'Geography', 'Chemistry']",[],24,91.0,99.0,0.91916267,66,2.0,3.0,8.0,4.0,2.0,4.0,,,1.0,7582
https://openalex.org/W3164389412,Precision conservation for a changing climate,2021-05-20,2021,article,Target_author,Basso,70,193,first,True,1,Nature Food,Nature Portfolio,True,green,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,"['Resilience (materials science)', 'Biodiversity', 'Sustainability', 'Environmental resource management', 'Biodiversity conservation']","['Resilience (materials science)', 'Biodiversity', 'Sustainability', 'Environmental resource management', 'Biodiversity conservation', 'Climate resilience', 'Agricultural biodiversity', 'Climate change', 'Diversity (politics)', 'Agriculture', 'Psychological resilience', 'Geography', 'Agroforestry', 'Environmental planning', 'Environmental science', 'Ecology', 'Political science', 'Biology']",['Zero hunger'],24,95.0,99.0,0.88030538,13,,,3.0,5.0,9.0,4.0,3.0,,,5518
https://openalex.org/W4214860464,"Environment Characterization in Sorghum (Sorghum bicolor L.) by Modeling Water-Deficit and Heat Patterns in the Great Plains Region, United States",2022-03-03,2022,article,Target_author,Ciampitti,58,219,last,True,7,Frontiers in Plant Science,Frontiers Media,True,gold,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Sorghum', 'Sorghum bicolor', 'Agronomy', 'Yield (engineering)', 'Hybrid']","['Sorghum', 'Sorghum bicolor', 'Agronomy', 'Yield (engineering)', 'Hybrid', 'Heat stress', 'Population', 'Agriculture', 'Environmental science', 'Geography', 'Biology', 'Ecology', 'Animal science', 'Demography', 'Materials science']",[],24,97.0,99.0,0.97814459,86,,,,8.0,5.0,7.0,4.0,,,7582
https://openalex.org/W4385323646,"Too little, too imbalanced: Nutrient supply in smallholder oil palm fields in Indonesia",2023-07-27,2023,article,Target_author,Grassini,56,106,last,True,20,Agricultural Systems,Elsevier BV,True,hybrid,Oil Palm Production and Sustainability,Ecology,Environmental Science,Physical Sciences,"['Fertilizer', 'Nutrient management', 'Nutrient', 'Agriculture', 'Yield (engineering)']","['Fertilizer', 'Nutrient management', 'Nutrient', 'Agriculture', 'Yield (engineering)', 'Environmental science', 'Agronomy', 'Subsidy', 'Profit (economics)', 'Phosphorus', 'Potash', 'Palm oil', 'Agricultural economics', 'Agroforestry', 'Business', 'Economics', 'Biology', 'Ecology', 'Chemistry']",['Zero hunger'],24,98.0,100.0,0.96452431,42,,,,3.0,7.0,7.0,7.0,,,3977
https://openalex.org/W4399526676,Unlocking the nutritional potential of chickpea: strategies for biofortification and enhanced multinutrient quality,2024-06-07,2024,article,Target_author,Vara Prasad,93,359,middle,True,6,Frontiers in Plant Science,Frontiers Media,True,gold,Genetic and Environmental Crop Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Biofortification', 'Biotechnology', 'Micronutrient', 'Biology', 'Malnutrition']","['Biofortification', 'Biotechnology', 'Micronutrient', 'Biology', 'Malnutrition', 'Nutrient', 'Essential nutrient', 'Food security', 'Population', 'Agriculture', 'Environmental health', 'Medicine', 'Ecology']",['Zero hunger'],24,98.0,100.0,0.98962546,155,,,,,3.0,15.0,6.0,,,13299
https://openalex.org/W4200068578,Breeding effects on canopy light attenuation in maize: a retrospective and prospective analysis,2021-11-15,2021,article,Target_author,Ciampitti,58,219,middle,True,6,Journal of Experimental Botany,Oxford University Press,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Photosynthetically active radiation', 'Canopy', 'Leaf area index', 'Environmental science', 'Row crop']","['Photosynthetically active radiation', 'Canopy', 'Leaf area index', 'Environmental science', 'Row crop', 'Agronomy', 'Attenuation', 'Habit', 'Atmospheric sciences', 'Yield (engineering)', 'Crop', 'Photosynthesis', 'Biology', 'Botany', 'Agriculture', 'Physics', 'Ecology', 'Optics']",[],24,89.0,100.0,0.94574918,77,,2.0,4.0,9.0,8.0,1.0,,,,7582
https://openalex.org/W4410086064,"A half-century of climate change in major agricultural regions: Trends, impacts, and surprises",2025-05-05,2025,article,Target_author,Lobell,112,269,first,True,2,Proceedings of the National Academy of Sciences,National Academy of Sciences,True,hybrid,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Temperate climate', 'Environmental science', 'Climate change', 'Climate model', 'Precipitation']","['Temperate climate', 'Environmental science', 'Climate change', 'Climate model', 'Precipitation', 'Climatology', 'Agriculture', 'Vapour Pressure Deficit', 'Cropping', 'Crop', 'Global warming', 'Tropics', 'Productivity', 'Atmospheric sciences', 'Geography', 'Ecology', 'Meteorology', 'Transpiration', 'Forestry', 'Economics']",['Climate action'],24,99.0,100.0,0.99966503,50,,,,,,8.0,16.0,,,8518
https://openalex.org/W2965385542,Setting research priorities for tackling climate change,2019-08-01,2019,review,Target_author,Vara Prasad,93,359,middle,True,3,Journal of Experimental Botany,Oxford University Press,True,bronze,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Participatory action research', 'Multidisciplinary approach', 'Citizen journalism', 'Environmental planning', 'Climate change']","['Participatory action research', 'Multidisciplinary approach', 'Citizen journalism', 'Environmental planning', 'Climate change', 'Agriculture', 'Environmental resource management', 'Sustainable development', 'Variety (cybernetics)', 'Political science', 'Engineering ethics', 'Sociology', 'Economic growth', 'Computer science', 'Engineering', 'Geography', 'Social science', 'Environmental science', 'Ecology', 'Economics']",['Zero hunger'],23,89.0,99.0,0.94856359,24,4.0,2.0,,6.0,6.0,1.0,2.0,,2.0,13299
https://openalex.org/W3000241196,Allometric analysis reveals enhanced reproductive allocation in historical set of soybean varieties,2020-01-10,2020,article,Target_author,Ciampitti,58,219,last,True,4,Field Crops Research,Elsevier BV,False,closed,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Allometry', 'Shoot', 'Biology', 'Biomass (ecology)', 'Point of delivery']","['Allometry', 'Shoot', 'Biology', 'Biomass (ecology)', 'Point of delivery', 'Trait', 'Yield (engineering)', 'Agronomy', 'Botany', 'Ecology']",[],23,89.0,99.0,0.91156039,57,1.0,1.0,7.0,1.0,6.0,6.0,1.0,,,7582
https://openalex.org/W4399805985,Selenium and its nanoparticles modulate the metabolism of reactive oxygen species and morpho-physiology of wheat (Triticum aestivum L.) to combat oxidative stress under water deficit conditions,2024-06-19,2024,article,Target_author,Vara Prasad,93,359,last,True,6,BMC Plant Biology,BioMed Central,True,gold,Selenium in Biological Systems,Nutrition and Dietetics,Nursing,Health Sciences,"['APX', 'Biology', 'Sodium selenate', 'Proline', 'Reactive oxygen species']","['APX', 'Biology', 'Sodium selenate', 'Proline', 'Reactive oxygen species', 'Antioxidant', 'Chlorophyll', 'Glutathione reductase', 'Malondialdehyde', 'Oxidative stress', 'Selenium', 'Horticulture', 'Drought tolerance', 'Agronomy', 'Botany', 'Catalase', 'Glutathione peroxidase', 'Chemistry', 'Biochemistry']",['Clean water and sanitation'],23,99.0,100.0,0.98073252,60,,,,,3.0,20.0,,,,13299
https://openalex.org/W3166108953,Effect of tillers on corn yield: Exploring trait plasticity potential in unpredictable environments,2021-06-04,2021,article,Target_author,Ciampitti,58,219,last,True,8,Crop Science,Wiley,True,hybrid,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Tiller (botany)', 'Biology', 'Agronomy', 'Yield (engineering)', 'Hybrid']","['Tiller (botany)', 'Biology', 'Agronomy', 'Yield (engineering)', 'Hybrid', 'Limiting', 'Materials science']",['Life in Land'],23,89.0,99.0,0.948837,62,,1.0,3.0,5.0,8.0,5.0,1.0,,,7582
https://openalex.org/W4283756290,Modeling drought stress impacts under current and future climate for peanut in the semiarid pampas region of Argentina,2022-07-01,2022,article,Target_author,Ciampitti,58,219,last,True,6,Field Crops Research,Elsevier BV,False,closed,Peanut Plant Research Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Arachis hypogaea', 'Sowing', 'Agronomy', 'Climate change', 'Drought stress']","['Arachis hypogaea', 'Sowing', 'Agronomy', 'Climate change', 'Drought stress', 'Crop', 'Yield (engineering)', 'Environmental science', 'Growing season', 'Biology', 'Agroforestry', 'Geography', 'Ecology']",['Climate action'],22,89.0,99.0,0.9452362,96,,,1.0,6.0,8.0,6.0,1.0,,,7582
https://openalex.org/W4386706908,Maize kernel weight genetic gain is achieved through different mechanisms depending on the hybrid maturity,2023-09-13,2023,article,Target_author,Archontoulis,53,121,last,True,8,Field Crops Research,Elsevier BV,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Hybrid', 'Maturity (psychological)', 'Biology', 'Kernel (algebra)', 'Weight gain']","['Hybrid', 'Maturity (psychological)', 'Biology', 'Kernel (algebra)', 'Weight gain', 'Yield (engineering)', 'Grain yield', 'Animal science', 'Growth rate', 'Agronomy', 'Horticulture', 'Mathematics', 'Body weight']",[],22,94.0,99.0,0.97888957,65,,,,2.0,9.0,9.0,2.0,,,5318
https://openalex.org/W3199485360,Do Water and Nitrogen Management Practices Impact Grain Quality in Maize?,2021-09-15,2021,article,Target_author,Ciampitti,58,219,last,True,4,Agronomy,Multidisciplinary Digital Publishing Institute,True,gold,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Starch', 'Agronomy', 'Nitrogen', 'Grain quality', 'Productivity']","['Starch', 'Agronomy', 'Nitrogen', 'Grain quality', 'Productivity', 'Fertilizer', 'Moisture', 'Environmental science', 'Animal science', 'Biology', 'Chemistry', 'Food science', 'Biotechnology']",['Zero hunger'],22,97.0,99.0,0.93532224,59,,2.0,4.0,4.0,8.0,4.0,,,,7582
https://openalex.org/W2943684409,Benchmarking irrigation water use in producer fields in the US central Great Plains,2019-05-01,2019,article,Target_author,Grassini,56,106,last,True,3,Environmental Research Letters,IOP Publishing,True,gold,Irrigation Practices and Water Management,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Irrigation', 'Environmental science', 'Deficit irrigation', 'Agricultural engineering', 'Water balance']","['Irrigation', 'Environmental science', 'Deficit irrigation', 'Agricultural engineering', 'Water balance', 'Irrigation management', 'Tillage', 'Farm water', 'Water resource management', 'Agriculture', 'Water conservation', 'Water use', 'Water resources', 'Irrigation scheduling', 'Soil water', 'Agronomy', 'Soil science', 'Geography', 'Ecology']",['Zero hunger'],22,93.0,98.0,0.871604,43,3.0,3.0,4.0,4.0,2.0,6.0,,,,3977
https://openalex.org/W4377029807,Reduced benefits of climate-smart agricultural policies from land-use spillovers,2023-05-18,2023,article,Target_author,Lobell,112,269,first,True,2,Nature Sustainability,Nature Portfolio,False,closed,Agriculture Sustainability and Environmental Impact,Ecology,Environmental Science,Physical Sciences,"['Total factor productivity', 'Agriculture', 'Natural resource economics', 'Spillover effect', 'Climate change']","['Total factor productivity', 'Agriculture', 'Natural resource economics', 'Spillover effect', 'Climate change', 'Productivity', 'Agricultural productivity', 'Land use', 'Cropping', 'Agricultural land', 'Economics', 'Greenhouse gas', 'Agricultural economics', 'Environmental science', 'Business', 'Geography', 'Economic growth', 'Ecology']",['Climate action'],22,90.0,99.0,0.9584033,42,,,,1.0,12.0,8.0,1.0,,,8518
https://openalex.org/W4381853315,Accelerated leaf appearance and flowering in maize after four decades of commercial breeding,2023-06-24,2023,article,Target_author,Archontoulis,53,121,last,True,21,Crop Science,Wiley,True,hybrid,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Anthesis', 'Hybrid', 'Phenology', 'Crop']","['Biology', 'Anthesis', 'Hybrid', 'Phenology', 'Crop', 'Growing season', 'Agronomy', 'Trait', 'Vegetative reproduction', 'Plant breeding', 'Horticulture', 'Botany', 'Cultivar']",['Zero hunger'],21,96.0,99.0,0.97532326,49,,,,2.0,8.0,8.0,3.0,,,5318
https://openalex.org/W4401639184,From satellite-based phenological metrics to crop planting dates: Deriving field-level planting dates for corn and soybean in the U.S. Midwest,2024-08-16,2024,article,Target_author,Kaiyu,69,156,middle,True,5,ISPRS Journal of Photogrammetry and Remote Sensing,Elsevier BV,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Sowing', 'Phenology', 'Crop', 'Satellite', 'Environmental science']","['Sowing', 'Phenology', 'Crop', 'Satellite', 'Environmental science', 'Agronomy', 'Field corn', 'Field (mathematics)', 'Zea mays', 'Mathematics', 'Biology', 'Engineering']",['Zero hunger'],21,96.0,100.0,0.98362505,84,,,,,6.0,12.0,3.0,,,10358
https://openalex.org/W4382585485,First things first: Widespread nutrient deficiencies limit yields in smallholder oil palm fields,2023-06-27,2023,article,Target_author,Grassini,56,106,last,True,20,Agricultural Systems,Elsevier BV,True,hybrid,Oil Palm Production and Sustainability,Ecology,Environmental Science,Physical Sciences,"['Sowing', 'Nutrient', 'Productivity', 'Agronomy', 'Environmental science']","['Sowing', 'Nutrient', 'Productivity', 'Agronomy', 'Environmental science', 'Plant nutrition', 'Livelihood', 'Yield (engineering)', 'Palm oil', 'Agroforestry', 'Nutrient management', 'Toxicology', 'Biology', 'Agriculture', 'Ecology', 'Economics']",['Zero hunger'],21,98.0,100.0,0.95584295,28,,,,4.0,5.0,7.0,5.0,,,3977
https://openalex.org/W3157516028,Dynamic of fungal community composition during maize residue decomposition process in north-central China,2021-05-01,2021,article,Target_author,Ciampitti,58,219,last,True,6,Applied Soil Ecology,Elsevier BV,False,closed,Pesticide and Herbicide Environmental Studies,Pollution,Environmental Science,Physical Sciences,"['Residue (chemistry)', 'Basidiomycota', 'Ascomycota', 'Biology', 'Crop residue']","['Residue (chemistry)', 'Basidiomycota', 'Ascomycota', 'Biology', 'Crop residue', 'Botany', 'Agronomy', 'Ecology', 'Biochemistry']",['Life in Land'],21,89.0,99.0,0.60959331,46,,1.0,7.0,4.0,1.0,5.0,2.0,,,7582
https://openalex.org/W4224275134,Seed inoculation with Azospirillum brasilense in the U.S. soybean systems,2022-04-21,2022,article,Target_author,Ciampitti,58,219,last,True,14,Field Crops Research,Elsevier BV,False,closed,Legume Nitrogen Fixing Symbiosis,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Azospirillum brasilense', 'Microbial inoculant', 'Bradyrhizobium japonicum', 'Inoculation', 'Bradyrhizobium']","['Azospirillum brasilense', 'Microbial inoculant', 'Bradyrhizobium japonicum', 'Inoculation', 'Bradyrhizobium', 'Biology', 'Agronomy', 'Temperate climate', 'Nitrogen fixation', 'Symbiosis', 'Horticulture', 'Botany', 'Bacteria', 'Rhizobiaceae']",['Responsible consumption and production'],21,89.0,99.0,0.93778702,75,,,,7.0,5.0,8.0,1.0,,,7582
https://openalex.org/W4220766371,Role of sulfur mineralization and fertilizer source in corn and soybean production systems,2022-03-31,2022,article,Target_author,Castellano,48,95,last,True,6,Soil Science Society of America Journal,Wiley,True,hybrid,Nitrogen and Sulfur Effects on Brassica,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Fertilizer', 'Gypsum', 'Mineralization (soil science)', 'Agronomy', 'Ammonium sulfate']","['Fertilizer', 'Gypsum', 'Mineralization (soil science)', 'Agronomy', 'Ammonium sulfate', 'Chemistry', 'Sulfate', 'Sulfur', 'Leaching (pedology)', 'Nitrogen', 'Environmental science', 'Soil water', 'Geology', 'Soil science', 'Biology']",['Zero hunger'],20,90.0,99.0,0.82514431,26,,,2.0,5.0,7.0,5.0,1.0,,,3569
https://openalex.org/W4399983564,Response of winter wheat genotypes to salinity stress under controlled environments,2024-06-24,2024,article,Target_author,Vara Prasad,93,359,last,True,4,Frontiers in Plant Science,Frontiers Media,True,gold,Plant Stress Responses and Tolerance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Salinity', 'Seedling', 'Biology', 'Agronomy', 'Photosynthesis']","['Salinity', 'Seedling', 'Biology', 'Agronomy', 'Photosynthesis', 'Germination', 'Point of delivery', 'Horticulture', 'Grain yield', 'Chlorophyll', 'Population', 'Proline', 'Botany', 'Ecology']",['Life in Land'],20,94.0,100.0,0.98692777,110,,,,,2.0,16.0,2.0,,,13299
https://openalex.org/W4281385713,Assessing the impacts of pre-growing-season weather conditions on soil nitrogen dynamics and corn productivity in the U.S. Midwest,2022-05-24,2022,article,Target_author,Kaiyu,69,156,middle,True,19,Field Crops Research,Elsevier BV,False,closed,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Agroecosystem', 'Environmental science', 'Growing season', 'Fertilizer', 'Leaching (pedology)']","['Agroecosystem', 'Environmental science', 'Growing season', 'Fertilizer', 'Leaching (pedology)', 'Agronomy', 'Agriculture', 'Crop yield', 'Soil water', 'Ecology', 'Biology']",['Zero hunger'],20,94.0,99.0,0.88575415,94,,,1.0,4.0,6.0,7.0,2.0,,,10358
https://openalex.org/W2801646417,A solution for sampling position errors in maize and soybean root mass and length estimates,2018-04-27,2018,article,Target_author,Archontoulis,53,121,last,True,6,European Journal of Agronomy,Elsevier BV,False,closed,Plant nutrient uptake and metabolism,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Sampling (signal processing)', 'Position (finance)', 'Mathematics', 'Root (linguistics)', 'Row']","['Sampling (signal processing)', 'Position (finance)', 'Mathematics', 'Root (linguistics)', 'Row', 'Row crop', 'Agronomy', 'Zea mays', 'Root system', 'Statistics', 'Biology', 'Computer science', 'Agriculture']",[],20,94.0,99.0,0.93138933,43,,,2.0,4.0,6.0,2.0,,2.0,4.0,5318
https://openalex.org/W3073952028,Combining field-level data and remote sensing to understand impact of management practices on producer yields,2020-08-19,2020,article,Target_author,Rattalino,28,38,first,True,7,Field Crops Research,Elsevier BV,True,hybrid,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Environmental science', 'Yield (engineering)', 'Photosynthetically active radiation', 'Sowing', 'Phenology']","['Environmental science', 'Yield (engineering)', 'Photosynthetically active radiation', 'Sowing', 'Phenology', 'Growing season', 'Agronomy', 'Climate change', 'Crop', 'Crop yield', 'Nutrient management', 'Agricultural engineering', 'Agriculture', 'Biology', 'Ecology']",['Climate action'],20,96.0,98.0,0.83596684,53,,3.0,6.0,3.0,4.0,4.0,,,,1451
https://openalex.org/W3096715085,The Influence of Different Fertilization Strategies on the Grain Yield of Field Peas (Pisum sativum L.) under Conventional and Conservation Tillage,2020-11-06,2020,article,Target_author,Vara Prasad,93,359,middle,True,8,Agronomy,Multidisciplinary Digital Publishing Institute,True,gold,Agronomic Practices and Intercropping Systems,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Human fertilization', 'Tillage', 'Sativum', 'Agronomy', 'Plough']","['Human fertilization', 'Tillage', 'Sativum', 'Agronomy', 'Plough', 'Field pea', 'Fertilizer', 'Yield (engineering)', 'Conventional tillage', 'Pisum', 'Crop', 'Crop yield', 'Phosphorus', 'Field experiment', 'Mathematics', 'Biology', 'Horticulture', 'Chemistry', 'Physics']",['Life in Land'],19,89.0,99.0,0.89110423,33,1.0,2.0,6.0,5.0,4.0,1.0,,,,13299
https://openalex.org/W4382766325,"Patterns of investment in agricultural research and innovation for the Global South, with a focus on sustainable agricultural intensification",2023-05-09,2023,article,Target_author,Vara Prasad,93,359,first,True,9,Frontiers in Sustainable Food Systems,Frontiers Media,True,gold,Agricultural Innovations and Practices,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,"['Agriculture', 'Business', 'Sustainability', 'Investment (military)', 'Venture capital']","['Agriculture', 'Business', 'Sustainability', 'Investment (military)', 'Venture capital', 'Government (linguistics)', 'Equity (law)', 'Private sector', 'Private equity', 'Economic growth', 'Agricultural economics', 'Finance', 'Economics', 'Geography', 'Political science']",['Zero hunger'],19,96.0,99.0,0.98669513,42,,,,2.0,10.0,4.0,3.0,,,13299
https://openalex.org/W4405265800,Historical increases in plant density increased vegetative maize biomass while breeding increased reproductive biomass and allocation to ear over stem,2024-12-11,2024,article,Target_author,Archontoulis,53,121,last,True,18,Field Crops Research,Elsevier BV,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Biomass (ecology)', 'Agronomy', 'Biology']","['Biomass (ecology)', 'Agronomy', 'Biology']",['Zero hunger'],19,99.0,100.0,0.98811044,64,,,,,3.0,16.0,,,,5318
https://openalex.org/W2902154609,Critical Sulfur Dilution Curve and Sulfur Nutrition Index in Maize,2018-11-29,2018,article,Target_author,Ciampitti,58,219,last,True,7,Agronomy Journal,Wiley,True,green,Nitrogen and Sulfur Effects on Brassica,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Shoot', 'Sulfur', 'Zea mays', 'Dilution', 'Fertilizer']","['Shoot', 'Sulfur', 'Zea mays', 'Dilution', 'Fertilizer', 'Crop', 'Agronomy', 'Horticulture', 'Chemistry', 'Mathematics', 'Biology', 'Physics']",['Zero hunger'],19,90.0,98.0,0.66939829,62,4.0,4.0,3.0,3.0,2.0,1.0,,1.0,1.0,7582
